icd,case_num,autogluon,tabpfn,glm,superlearner,unsemble,single,description
F45,2643,0.5388377029531407,0.5418471622166163,0.5435218929873523,0.5436908436830311,0.533916566242254,0.5454893063765133,Somatoform disorders
K31,10839,0.5297383227553261,0.5223431139001866,0.5332438117609749,0.533073101834006,0.5103999513584017,0.5287851448410136,Other diseases of stomach and duodenum
G50,1474,0.5240836125238056,0.5315870058097912,0.5347198795886856,0.5344370837587886,0.4912244772424599,0.5419935564522813,Disorders of trigeminal nerve
N30,12136,0.523991440645964,0.5229387970499297,0.5280127050994493,0.527959930439986,0.5032060271644188,0.5237303801851381,Cystitis
B99,1549,0.5206158170049282,0.5207468929439386,0.5153897750772692,0.5139770750588742,0.5159712432819493,0.5475324214689625,Other and unspecified infectious diseases
D70,2650,0.4993114011145834,0.5060906463691114,0.4979644706129137,0.4985642051147952,0.4982238738108634,0.5134205701883017,Neutropenia
E27,3103,0.5107707832208357,0.5151751228833668,0.5151708990093905,0.5156755228058811,0.4873422792814821,0.529687365259552,Other disorders of adrenal gland
K43,3874,0.5657850376706572,0.5671403304585436,0.5712016319806571,0.5717419017303225,0.5267576577662647,0.5569529197395833,Ventral hernia
D24,1553,0.5461239371523309,0.5547449006473892,0.5575489102084948,0.5559542955917618,0.5385545970266361,0.5511990960304772,Benign neoplasm of breast
C83,769,0.5172475879772314,0.5023064023539487,0.5200431319176174,0.5201194704097731,0.5005948313521517,0.5388777204520508,Non-follicular lymphoma
D13,1201,0.5013735456173649,0.5153727516631725,0.51782572014345,0.5184424095595508,0.473238330553059,0.5311020323709383,Benign neoplasm of and ill-defined parts of digestive system
I20,6214,0.5973812027340167,0.6033903121546772,0.6009264345155807,0.5997271456152508,0.5612827104536504,0.5894639420737375,Angina pectoris
E28,5484,0.5735996448687507,0.5545670349760614,0.546370762544198,0.546370762544198,0.5333016009442487,0.6040061418275805,Ovarian dysfunction
J03,1379,0.5319065143301093,0.5246597358473428,0.5239821214029993,0.5224772806743525,0.5040204099371195,0.5562198315481529,Acute tonsillitis
