icd,case_num,autogluon,tabpfn,glm,superlearner,unsemble,single,description
I48,14203,0.5986104795497713,0.5962300113792601,0.6041354934915314,0.6044791985171046,0.5840814215409461,0.6018494663278416,Atrial fibrillation and flutter
I50,11441,0.5811419877657102,0.5769533713533682,0.5918122461485941,0.5917718732246001,0.4836095902731673,0.5658520050915503,Heart failure
I63,4984,0.5520648069948775,0.5500821917603168,0.5599720907582996,0.5615424955873086,0.5357414884091953,0.551682228731514,Cerebral infarction
I69,2216,0.5588194163343005,0.5744847031330504,0.5629147667770915,0.561641064202879,0.518342127147654,0.5516336568294286,Sequelae of cerebrovascular disease
I70,7704,0.5597767664043654,0.5659424594305626,0.5601259980138882,0.5612745945658051,0.4730445879702496,0.551090832986055,Atherosclerosis
I71,3539,0.5493522845291533,0.5621628384370971,0.5570990338704963,0.5697453980543292,0.5383631686837516,0.5489298424824609,Aortic aneurysm and dissection
I72,1775,0.5618374370635201,0.563436003086761,0.5823439577272412,0.5823439577272412,0.504946851621002,0.5441849063517853,Other aneurysm
I80,1973,0.5672872665768406,0.578271255897275,0.5776855197326679,0.5781071365975301,0.5447564537297447,0.573516029642155,Phlebitis and thrombophlebitis
I83,6560,0.6049651813102561,0.612316192732275,0.6070866013511345,0.6065459303678309,0.5855182409895361,0.6004834893324495,Varicose veins of lower extremities
I87,8075,0.5709502785590521,0.5754999002112372,0.572641101854639,0.5732290628046662,0.4855254643574118,0.554830263278785,Other disorders of veins
J33,1247,0.5996831584917504,0.6063777649915684,0.590610641370948,0.5902593637292918,0.5496018887733625,0.5972809932887104,Nasal polyp
J35,1773,0.5620816394536744,0.5724062959171351,0.569934041196378,0.5699858561229392,0.4989016576021615,0.5425327383723864,Chronic diseases of tonsils and adenoids
J40,9268,0.5462951533034579,0.552972781423099,0.5383133382342374,0.5380081551305936,0.4909942486642225,0.5297230640075112,"Bronchitis, not specified as acute or chronic"
J42,1465,0.5842912106854943,0.5979163932803088,0.5921588770261343,0.5919074368924943,0.5005895977845447,0.5608276387352606,Unspecified chronic bronchitis
J43,4776,0.5882153911912653,0.5849549625569656,0.5885409236889656,0.5881810594281615,0.4743946568270745,0.5624064099341097,Emphysema
J44,11280,0.6022397164901372,0.5976313458565777,0.606491630217126,0.6065688274387941,0.4611039495146223,0.5641965940593743,Other chronic obstructive pulmonary disease
J45,24074,0.5720000355869913,0.5742084165217447,0.5742653509690663,0.5742444543629365,0.5106660674946064,0.560614501548963,Asthma
J84,3684,0.5457030462485963,0.5407161968128587,0.5606877369544105,0.5603401821330442,0.5125039873344249,0.539291000006316,Other interstitial pulmonary diseases
K35,1142,0.5539861798989073,0.5486318638148422,0.5643095757885478,0.5657720454631981,0.4920792376345185,0.560955403789704,Acute appendicitis
K40,4915,0.5713620518500275,0.5893916837070935,0.5752282857112688,0.5767425193868131,0.5177984681324566,0.5823760672816408,Inguinal hernia
K42,3774,0.5785062980611274,0.5788857091305536,0.5871228977529186,0.5872809668360018,0.5326619137634953,0.5789485842218896,Umbilical hernia
K43,3874,0.5792573759134194,0.575956626646477,0.5826355567136233,0.5826604767706336,0.5281411056661243,0.5655702886776169,Ventral hernia
K44,11609,0.5612178950237279,0.5604904972528622,0.5613836724291387,0.561823227179425,0.5076156846532626,0.5515771610599441,Diaphragmatic hernia
K50,2032,0.6048258311571543,0.6068385108187154,0.6265528914159179,0.6266601626898188,0.5660264328760085,0.5916214326856195,Crohn's disease [regional enteritis]
